544 findings in intellicrack\plugins\custom_modules\license_server_emulator.py
intellicrack\core\ai_model_manager.py:set_active_model:333: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:get_model_info:355: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:enable_model:393: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:disable_model:410: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:get_performance_stats:433: DAR401: -r ValueError


22 findings in intellicrack\handlers\sqlite3_handler.py

intellicrack\handlers\sqlite3_handler.py:__lt__:34: DAR101: - other

intellicrack\handlers\sqlite3_handler.py:__gt__:37: DAR101: - other

intellicrack\handlers\sqlite3_handler.py:__init__:144: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__init__:402: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:create_table:422: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:drop_table:442: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:_execute_create_table:513: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:_execute_drop_table:547: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:_execute_insert:570: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:_save_to_file:789: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:_load_from_file:819: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__init__:861: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:close:983: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__exit__:1007: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__init__:1035: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:commit:1090: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:rollback:1102: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:close:1114: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__exit__:1145: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:__init__:1177: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:register_adapter:1240: DAR202: + return

intellicrack\handlers\sqlite3_handler.py:register_converter:1253: DAR202: + return


22 findings in intellicrack\core\analysis\automated_patch_agent.py

intellicrack\core\analysis\automated_patch_agent.py:_initialize_bypass_patterns:46: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_load_exploitation_techniques:68: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_rop_chains:77: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_shellcode_templates:99: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_create_hook_detours:125: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_create_memory_patches:145: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:analyze_binary:154: DAR101: - binary_path

intellicrack\core\analysis\automated_patch_agent.py:analyze_binary:154: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_find_patch_points:206: DAR101: - binary_data

intellicrack\core\analysis\automated_patch_agent.py:_find_patch_points:206: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:apply_patch:244: DAR101: - binary_path

intellicrack\core\analysis\automated_patch_agent.py:apply_patch:244: DAR101: - patch

intellicrack\core\analysis\automated_patch_agent.py:apply_patch:244: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:generate_keygen:284: DAR101: - algorithm_type

intellicrack\core\analysis\automated_patch_agent.py:generate_keygen:284: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_serial_keygen:295: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_rsa_keygen:325: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_ecc_keygen:362: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:_generate_custom_keygen:392: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:run_automated_patch_agent:423: DAR101: - patch_mode

intellicrack\core\analysis\automated_patch_agent.py:run_automated_patch_agent:423: DAR201: - return

intellicrack\core\analysis\automated_patch_agent.py:run_automated_patch_agent:423: DAR101: - target_binary


22 findings in intellicrack\core\analysis\cross_tool_orchestrator.py

intellicrack\core\analysis\cross_tool_orchestrator.py:_initialize_shared_memory:107: DAR401: -r Exception

intellicrack\core\analysis\cross_tool_orchestrator.py:serialize_result:234: DAR401: -r TypeError

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_ghidra_analysis_with_ipc:1109: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_ghidra_analysis_with_ipc:1109: DAR401: -r ValueError

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_ghidra_analysis:1269: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_radare2_analysis_with_ipc:1273: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_radare2_analysis:1317: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_frida_analysis_with_ipc:1321: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_frida_analysis_with_ipc:1321: DAR401: -r ValueError

intellicrack\core\analysis\cross_tool_orchestrator.py:_run_frida_analysis:1402: DAR101: - config

intellicrack\core\analysis\cross_tool_orchestrator.py:_frida_memory_scan:1406: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_frida_api_monitor:1459: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_frida_hook_detection:1506: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_correlate_results_with_resolution:1562: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_correlate_results:1599: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_correlate_functions:1632: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_correlate_strings:1681: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_combine_vulnerabilities:1738: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_identify_protections:1767: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_generate_bypass_strategies:1806: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_build_unified_call_graph:1843: DAR201: - return

intellicrack\core\analysis\cross_tool_orchestrator.py:_calculate_correlation_confidence:1868: DAR201: - return


22 findings in intellicrack\core\processing\qiling_emulator.py

intellicrack\core\processing\qiling_emulator.py:__init__:104: DAR401: -r FileNotFoundError

intellicrack\core\processing\qiling_emulator.py:__init__:104: DAR401: -r ImportError

intellicrack\core\processing\qiling_emulator.py:_get_ql_arch:151: DAR101: - arch

intellicrack\core\processing\qiling_emulator.py:_get_ql_arch:151: DAR201: - return

intellicrack\core\processing\qiling_emulator.py:_get_ql_os:174: DAR101: - ostype

intellicrack\core\processing\qiling_emulator.py:_get_ql_os:174: DAR201: - return

intellicrack\core\processing\qiling_emulator.py:_get_default_rootfs:193: DAR201: - return

intellicrack\core\processing\qiling_emulator.py:map_file_to_fs:242: DAR401: -r FileNotFoundError

intellicrack\core\processing\qiling_emulator.py:_license_api_hook:347: DAR101: - address

intellicrack\core\processing\qiling_emulator.py:_license_api_hook:347: DAR101: - params

intellicrack\core\processing\qiling_emulator.py:_license_api_hook:347: DAR101: - ql

intellicrack\core\processing\qiling_emulator.py:hook_memory_access:375: DAR101: - access

intellicrack\core\processing\qiling_emulator.py:hook_memory_access:375: DAR101: - address

intellicrack\core\processing\qiling_emulator.py:hook_memory_access:375: DAR101: - ql

intellicrack\core\processing\qiling_emulator.py:hook_memory_access:375: DAR101: - size

intellicrack\core\processing\qiling_emulator.py:hook_memory_access:375: DAR101: - value

intellicrack\core\processing\qiling_emulator.py:hook_code_execution:430: DAR101: - address

intellicrack\core\processing\qiling_emulator.py:hook_code_execution:430: DAR101: - ql

intellicrack\core\processing\qiling_emulator.py:hook_code_execution:430: DAR101: - size

intellicrack\core\processing\qiling_emulator.py:get_arch_info:574: DAR201: - return

intellicrack\core\processing\qiling_emulator.py:get_os_info:731: DAR201: - return

intellicrack\core\processing\qiling_emulator.py:_analyze_results:790: DAR201: - return


22 findings in intellicrack\core\protection_bypass\arxan_bypass.py

intellicrack\core\protection_bypass\arxan_bypass.py:bypass:146: DAR401: -r FileNotFoundError

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_tamper_checks:275: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_tamper_checks:275: DAR101: - patches

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_tamper_checks:275: DAR101: - tamper_checks

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_integrity_checks:302: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_integrity_checks:302: DAR101: - integrity_checks

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_integrity_checks:302: DAR101: - patches

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_license_validation:331: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_license_validation:331: DAR101: - license_routines

intellicrack\core\protection_bypass\arxan_bypass.py:_bypass_license_validation:331: DAR101: - patches

intellicrack\core\protection_bypass\arxan_bypass.py:_neutralize_rasp:358: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_neutralize_rasp:358: DAR101: - patches

intellicrack\core\protection_bypass\arxan_bypass.py:_neutralize_rasp:358: DAR101: - rasp_mechanisms

intellicrack\core\protection_bypass\arxan_bypass.py:_decrypt_strings:391: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_decrypt_strings:391: DAR101: - encrypted_regions

intellicrack\core\protection_bypass\arxan_bypass.py:_decrypt_strings:391: DAR101: - patches

intellicrack\core\protection_bypass\arxan_bypass.py:_rva_to_offset:532: DAR101: - pe

intellicrack\core\protection_bypass\arxan_bypass.py:_rva_to_offset:532: DAR201: - return

intellicrack\core\protection_bypass\arxan_bypass.py:_rva_to_offset:532: DAR101: - rva

intellicrack\core\protection_bypass\arxan_bypass.py:_calculate_pe_checksum:543: DAR101: - binary_data

intellicrack\core\protection_bypass\arxan_bypass.py:_calculate_pe_checksum:543: DAR201: - return

intellicrack\core\protection_bypass\arxan_bypass.py:main:591: DAR401: -r Exception


22 findings in intellicrack\ui\dialogs\guided_workflow_wizard.py

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_intro_page:126: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_file_selection_page:162: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_protection_detection_page:214: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_analysis_options_page:285: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_patching_options_page:355: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_advanced_analysis_page:428: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_vulnerability_options_page:507: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_network_options_page:572: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_ai_options_page:631: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:create_conclusion_page:700: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_protection_section:732: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_analysis_section:749: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_advanced_analysis_section:766: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_vulnerability_section:784: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_patching_section:801: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_patch_targets_section:814: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_network_section:827: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:_build_ai_ml_section:841: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:update_file_info:890: DAR101: - file_path

intellicrack\ui\dialogs\guided_workflow_wizard.py:format_size:938: DAR201: - return

intellicrack\ui\dialogs\guided_workflow_wizard.py:format_size:938: DAR101: - size_bytes

intellicrack\ui\dialogs\guided_workflow_wizard.py:on_finished:944: DAR101: - result


22 findings in intellicrack\ui\widgets\string_extraction_widget.py

intellicrack\ui\widgets\string_extraction_widget.py:__init__:57: DAR101: - extract_ascii

intellicrack\ui\widgets\string_extraction_widget.py:__init__:57: DAR101: - extract_unicode

intellicrack\ui\widgets\string_extraction_widget.py:__init__:57: DAR101: - file_path

intellicrack\ui\widgets\string_extraction_widget.py:__init__:57: DAR101: - min_length

intellicrack\ui\widgets\string_extraction_widget.py:_extract_ascii_strings:110: DAR101: - data

intellicrack\ui\widgets\string_extraction_widget.py:_extract_ascii_strings:110: DAR201: - return

intellicrack\ui\widgets\string_extraction_widget.py:_extract_unicode_strings:125: DAR101: - data

intellicrack\ui\widgets\string_extraction_widget.py:_extract_unicode_strings:125: DAR201: - return

intellicrack\ui\widgets\string_extraction_widget.py:__init__:151: DAR101: - parent

intellicrack\ui\widgets\string_extraction_widget.py:_create_control_bar:224: DAR201: - return

intellicrack\ui\widgets\string_extraction_widget.py:_create_filter_bar:278: DAR201: - return

intellicrack\ui\widgets\string_extraction_widget.py:load_file:330: DAR101: - file_path

intellicrack\ui\widgets\string_extraction_widget.py:on_strings_found:370: DAR101: - strings

intellicrack\ui\widgets\string_extraction_widget.py:on_progress_update:393: DAR101: - progress

intellicrack\ui\widgets\string_extraction_widget.py:on_status_update:398: DAR101: - status

intellicrack\ui\widgets\string_extraction_widget.py:on_error:403: DAR101: - error

intellicrack\ui\widgets\string_extraction_widget.py:_categorize_string:409: DAR201: - return

intellicrack\ui\widgets\string_extraction_widget.py:_categorize_string:409: DAR101: - string

intellicrack\ui\widgets\string_extraction_widget.py:display_strings:495: DAR101: - strings

intellicrack\ui\widgets\string_extraction_widget.py:_export_as_text:719: DAR101: - file_path

intellicrack\ui\widgets\string_extraction_widget.py:_export_as_csv:735: DAR101: - file_path

intellicrack\ui\widgets\string_extraction_widget.py:_export_as_json:754: DAR101: - file_path


22 findings in intellicrack\ui\widgets\unified_protection_widget.py

intellicrack\ui\widgets\unified_protection_widget.py:analyze_file:453: DAR101: - deep_scan
